destination_id,name,category,province,price,google_rating,latitude,longitude,description
129,"Pulau Siladen","Taman Hiburan","Sulawesi Utara",15000.00,4.4,1.6316666,124.8025,"Destinasi wisata Pulau Siladen berlokasi di provinsi Sulawesi Utara, menyajikan pesona kategori Taman Hiburan."
130,"Danau Dendam Tak Sudah",Budaya,Bengkulu,25000.00,4.4,-3.8008014,102.3091821,"Destinasi wisata Danau Dendam Tak Sudah berlokasi di provinsi Bengkulu, menyajikan pesona kategori Wisata Budaya."
131,"Puncak Cartenz",Bahari,"Papua Tengah",50000.00,3.8,-4.0845986,137.1866179,"Destinasi wisata Puncak Cartenz berlokasi di provinsi Papua Tengah, menyajikan pesona kategori Wisata Bahari."
132,"Pantai Sari Ringgung","Taman Hiburan",Lampung,15000.00,4.4,-5.5640032,105.2549972,"Destinasi wisata Pantai Sari Ringgung berlokasi di provinsi Lampung, menyajikan pesona kategori Taman Hiburan."
133,"Pantai Takisung",Budaya,"Kalimantan Selatan",100000.00,4.7,-3.8645727,114.6098483,"Destinasi wisata Pantai Takisung berlokasi di provinsi Kalimantan Selatan, menyajikan pesona kategori Wisata Budaya."
134,"Taman Nasional Manusela",Sejarah,Maluku,50000.00,3.8,-3.0751277,129.6199663,"Destinasi wisata Taman Nasional Manusela berlokasi di provinsi Maluku, menyajikan pesona kategori Wisata Sejarah."
135,"Danau Rawa Biru","Taman Hiburan","Papua Selatan",15000.00,3.7,-8.6752436,140.854117,"Destinasi wisata Danau Rawa Biru berlokasi di provinsi Papua Selatan, menyajikan pesona kategori Taman Hiburan."
136,"Kepulauan Seribu",Bahari,"DKI Jakarta",0.00,4.9,-5.6122404,106.6169964,"Destinasi wisata Kepulauan Seribu berlokasi di provinsi DKI Jakarta, menyajikan pesona kategori Wisata Bahari."
137,"Danau Gunung Tujuh",Budaya,Jambi,100000.00,4,-1.7012575,101.4126464,"Destinasi wisata Danau Gunung Tujuh berlokasi di provinsi Jambi, menyajikan pesona kategori Wisata Budaya."
138,"Kayan Mentarang National Park",Alam,"Kalimantan Utara",5000.00,4.7,2.8718169,115.3785755,"Destinasi wisata Kayan Mentarang National Park berlokasi di provinsi Kalimantan Utara, menyajikan pesona kategori Wisata Alam."
139,"Tugu Lingkaran Brawijaya",Budaya,"Papua Selatan",50000.00,3.7,-8.4944849,140.4019535,"Destinasi wisata Tugu Lingkaran Brawijaya berlokasi di provinsi Papua Selatan, menyajikan pesona kategori Wisata Budaya."
140,"Danau Tigi","Taman Hiburan","Papua Tengah",25000.00,4,-4.066111,136.2436111,"Destinasi wisata Danau Tigi berlokasi di provinsi Papua Tengah, menyajikan pesona kategori Taman Hiburan."
141,"Gunung Kerinci",Bahari,Jambi,25000.00,4.2,-1.9083284,101.2718335,"Destinasi wisata Gunung Kerinci berlokasi di provinsi Jambi, menyajikan pesona kategori Wisata Bahari."
142,"Taman Nasional Kerinci Seblat",Sejarah,Jambi,10000.00,3.5,-1.704063,101.328909,"Destinasi wisata Taman Nasional Kerinci Seblat berlokasi di provinsi Jambi, menyajikan pesona kategori Wisata Sejarah."
143,Ubud,Budaya,Bali,100000.00,3.9,-8.4961112,115.2660394,"Destinasi wisata Ubud berlokasi di provinsi Bali, menyajikan pesona kategori Wisata Budaya."
144,Piaynemo,Budaya,"Papua Barat Daya",15000.00,3.5,-0.5642076,130.2708139,"Destinasi wisata Piaynemo berlokasi di provinsi Papua Barat Daya, menyajikan pesona kategori Wisata Budaya."
145,"Lembah Harau","Taman Hiburan","Sumatera Barat",50000.00,3.6,-0.1062869,100.6664818,"Destinasi wisata Lembah Harau berlokasi di provinsi Sumatera Barat, menyajikan pesona kategori Taman Hiburan."
146,"Taman Nasional Wasur",Alam,"Papua Selatan",100000.00,3.6,-8.5922228,140.7692643,"Destinasi wisata Taman Nasional Wasur berlokasi di provinsi Papua Selatan, menyajikan pesona kategori Wisata Alam."
147,"Kakaban Island",Bahari,"Kalimantan Timur",10000.00,3.5,2.1395325,118.5340453,"Destinasi wisata Kakaban Island berlokasi di provinsi Kalimantan Timur, menyajikan pesona kategori Wisata Bahari."
148,"Teluk Kiluan",Sejarah,Lampung,15000.00,4.8,-5.7813888,105.0933333,"Destinasi wisata Teluk Kiluan berlokasi di provinsi Lampung, menyajikan pesona kategori Wisata Sejarah."
149,"Air Terjun Semolon",Budaya,"Kalimantan Utara",15000.00,4.7,3.3211436,116.2777073,"Destinasi wisata Air Terjun Semolon berlokasi di provinsi Kalimantan Utara, menyajikan pesona kategori Wisata Budaya."
150,"Benteng Oranje",Budaya,"Maluku Utara",20000.00,4.6,0.7926463,127.3869114,"Destinasi wisata Benteng Oranje berlokasi di provinsi Maluku Utara, menyajikan pesona kategori Wisata Budaya."
151,"Pulau Maitara","Taman Hiburan","Maluku Utara",75000.00,3.6,25.0853364,121.5615456,"Destinasi wisata Pulau Maitara berlokasi di provinsi Maluku Utara, menyajikan pesona kategori Taman Hiburan."
152,"Taman Nasional Baluran",Budaya,"Jawa Timur",20000.00,4.8,-7.8311884,114.3875505,"Destinasi wisata Taman Nasional Baluran berlokasi di provinsi Jawa Timur, menyajikan pesona kategori Wisata Budaya."
153,"Sungai Maro",Sejarah,"Papua Selatan",25000.00,3.9,-8.467887,140.3533806,"Destinasi wisata Sungai Maro berlokasi di provinsi Papua Selatan, menyajikan pesona kategori Wisata Sejarah."
154,"Pantai Base-G","Taman Hiburan",Papua,15000.00,4.7,-2.5174272,140.7397204,"Destinasi wisata Pantai Base-G berlokasi di provinsi Papua, menyajikan pesona kategori Taman Hiburan."
155,"Jatim Park","Taman Hiburan","Jawa Timur",75000.00,4.7,-7.8903548,112.5387875,"Destinasi wisata Jatim Park berlokasi di provinsi Jawa Timur, menyajikan pesona kategori Taman Hiburan."
156,"Fort Rotterdam","Taman Hiburan","Sulawesi Selatan",25000.00,4.1,-5.1340004,119.4056311,"Destinasi wisata Fort Rotterdam berlokasi di provinsi Sulawesi Selatan, menyajikan pesona kategori Taman Hiburan."
157,"Taman Wisata Alam Punti Kayu",Budaya,"Sumatera Selatan",0.00,3.9,-2.9436599,104.7280033,"Destinasi wisata Taman Wisata Alam Punti Kayu berlokasi di provinsi Sumatera Selatan, menyajikan pesona kategori Wisata Budaya."
158,"Pulau Bintan",Alam,"Kepulauan Riau",50000.00,3.7,1.0195845,104.4368018,"Destinasi wisata Pulau Bintan berlokasi di provinsi Kepulauan Riau, menyajikan pesona kategori Wisata Alam."
159,Malioboro,Alam,"DI Yogyakarta",20000.00,4.8,25.0853364,121.5615457,"Destinasi wisata Malioboro berlokasi di provinsi DI Yogyakarta, menyajikan pesona kategori Wisata Alam."
160,"Taman Nasional Komodo",Alam,"Nusa Tenggara Timur",15000.00,4.1,-8.527716,119.4833198,"Destinasi wisata Taman Nasional Komodo berlokasi di provinsi Nusa Tenggara Timur, menyajikan pesona kategori Wisata Alam."
161,"Situ Patenggang",Budaya,"Jawa Barat",5000.00,3.8,-7.1672928,107.3576729,"Destinasi wisata Situ Patenggang berlokasi di provinsi Jawa Barat, menyajikan pesona kategori Wisata Budaya."
162,"Taman Nasional Way Kambas",Alam,Lampung,25000.00,4.4,-4.9275758,105.7769283,"Destinasi wisata Taman Nasional Way Kambas berlokasi di provinsi Lampung, menyajikan pesona kategori Wisata Alam."
163,"Gili Trawangan",Alam,"Nusa Tenggara Barat",15000.00,4.3,-8.3503093,116.0362061,"Destinasi wisata Gili Trawangan berlokasi di provinsi Nusa Tenggara Barat, menyajikan pesona kategori Wisata Alam."
164,"Danau Limboto",Budaya,Gorontalo,0.00,4,0.5816948,122.9802683,"Destinasi wisata Danau Limboto berlokasi di provinsi Gorontalo, menyajikan pesona kategori Wisata Budaya."
165,"Danau Tondano",Bahari,"Sulawesi Utara",50000.00,3.9,1.2271408,124.8951592,"Destinasi wisata Danau Tondano berlokasi di provinsi Sulawesi Utara, menyajikan pesona kategori Wisata Bahari."
166,"Pantai Tanjung Setia",Bahari,Lampung,5000.00,4.5,-5.3038745,104.0001075,"Destinasi wisata Pantai Tanjung Setia berlokasi di provinsi Lampung, menyajikan pesona kategori Wisata Bahari."
167,"Pulau Karampuang",Budaya,"Sulawesi Barat",25000.00,4.5,-2.6313889,118.8861111,"Destinasi wisata Pulau Karampuang berlokasi di provinsi Sulawesi Barat, menyajikan pesona kategori Wisata Budaya."
168,"Pulau Pahawang",Budaya,Lampung,50000.00,4.9,-5.66809,105.224169,"Destinasi wisata Pulau Pahawang berlokasi di provinsi Lampung, menyajikan pesona kategori Wisata Budaya."
169,"Pantai Pangandaran",Sejarah,"Jawa Barat",20000.00,4.8,-7.6934579,108.6245884,"Destinasi wisata Pantai Pangandaran berlokasi di provinsi Jawa Barat, menyajikan pesona kategori Wisata Sejarah."
170,"Pantai Trikora","Taman Hiburan","Kepulauan Riau",50000.00,4.8,1.1422305,104.5853589,"Destinasi wisata Pantai Trikora berlokasi di provinsi Kepulauan Riau, menyajikan pesona kategori Taman Hiburan."
171,"Tangkuban Perahu",Bahari,"Jawa Barat",0.00,4.4,-6.7596375,107.6097807,"Destinasi wisata Tangkuban Perahu berlokasi di provinsi Jawa Barat, menyajikan pesona kategori Wisata Bahari."
172,"Danau Kelimutu",Budaya,"Nusa Tenggara Timur",10000.00,4.4,-8.7661109,121.8141667,"Destinasi wisata Danau Kelimutu berlokasi di provinsi Nusa Tenggara Timur, menyajikan pesona kategori Wisata Budaya."
173,"Kawah Putih",Alam,"Jawa Barat",100000.00,4,-7.1661541,107.4021396,"Destinasi wisata Kawah Putih berlokasi di provinsi Jawa Barat, menyajikan pesona kategori Wisata Alam."
174,"Pantai Dato","Taman Hiburan","Sulawesi Barat",15000.00,4.1,-3.5595036,118.9843342,"Destinasi wisata Pantai Dato berlokasi di provinsi Sulawesi Barat, menyajikan pesona kategori Taman Hiburan."
175,"Danau Bawah",Budaya,Riau,5000.00,4.5,0.6959526,102.2578455,"Destinasi wisata Danau Bawah berlokasi di provinsi Riau, menyajikan pesona kategori Wisata Budaya."
176,"Lagoi Bay",Budaya,"Kepulauan Riau",5000.00,4.6,1.1772822,104.3728113,"Destinasi wisata Lagoi Bay berlokasi di provinsi Kepulauan Riau, menyajikan pesona kategori Wisata Budaya."
177,"Pulau Tikus","Taman Hiburan",Bengkulu,75000.00,4.1,-3.8210445,102.2020166,"Destinasi wisata Pulau Tikus berlokasi di provinsi Bengkulu, menyajikan pesona kategori Taman Hiburan."
178,Loksado,Bahari,"Kalimantan Selatan",10000.00,4.3,-2.7946824,115.4960207,"Destinasi wisata Loksado berlokasi di provinsi Kalimantan Selatan, menyajikan pesona kategori Wisata Bahari."
179,"Gunung Gandangdewata",Sejarah,"Sulawesi Barat",15000.00,4,-2.7483332,119.3683333,"Destinasi wisata Gunung Gandangdewata berlokasi di provinsi Sulawesi Barat, menyajikan pesona kategori Wisata Sejarah."
180,"Pasar Terapung Lok Baintan",Alam,"Kalimantan Selatan",20000.00,3.5,-3.3043711,114.6412259,"Destinasi wisata Pasar Terapung Lok Baintan berlokasi di provinsi Kalimantan Selatan, menyajikan pesona kategori Wisata Alam."
181,"Candi Muara Takus",Alam,Riau,15000.00,3.7,0.3359614,100.6421489,"Destinasi wisata Candi Muara Takus berlokasi di provinsi Riau, menyajikan pesona kategori Wisata Alam."
182,Ancol,Sejarah,"DKI Jakarta",50000.00,4.3,-6.1229639,106.84039,"Destinasi wisata Ancol berlokasi di provinsi DKI Jakarta, menyajikan pesona kategori Wisata Sejarah."
183,"Bukit Rimpi",Sejarah,"Kalimantan Selatan",5000.00,4.8,-3.8465,114.791684,"Destinasi wisata Bukit Rimpi berlokasi di provinsi Kalimantan Selatan, menyajikan pesona kategori Wisata Sejarah."
184,"Pantai Talise","Taman Hiburan","Sulawesi Tengah",15000.00,4,-0.882096,119.8416667,"Destinasi wisata Pantai Talise berlokasi di provinsi Sulawesi Tengah, menyajikan pesona kategori Taman Hiburan."
185,"Puncak Mandala",Budaya,"Papua Pegunungan",50000.00,4.4,-4.7083332,140.2891666,"Destinasi wisata Puncak Mandala berlokasi di provinsi Papua Pegunungan, menyajikan pesona kategori Wisata Budaya."
186,"Pantai Air Manis",Sejarah,"Sumatera Barat",100000.00,3.8,-0.9916393,100.3610782,"Destinasi wisata Pantai Air Manis berlokasi di provinsi Sumatera Barat, menyajikan pesona kategori Wisata Sejarah."
187,"Ngarai Sianok",Bahari,"Sumatera Barat",20000.00,3.9,-0.3079845,100.3652499,"Destinasi wisata Ngarai Sianok berlokasi di provinsi Sumatera Barat, menyajikan pesona kategori Wisata Bahari."
188,"Taman Nasional Kayan Mentarang",Sejarah,"Kalimantan Utara",50000.00,4.2,2.8718169,115.3785755,"Destinasi wisata Taman Nasional Kayan Mentarang berlokasi di provinsi Kalimantan Utara, menyajikan pesona kategori Wisata Sejarah."
189,"Equator Monument",Sejarah,"Kalimantan Barat",25000.00,4.9,0.000921,109.3223955,"Destinasi wisata Equator Monument berlokasi di provinsi Kalimantan Barat, menyajikan pesona kategori Wisata Sejarah."
190,"Gunung Lokon",Budaya,"Sulawesi Utara",100000.00,4.1,1.3641984,124.7992274,"Destinasi wisata Gunung Lokon berlokasi di provinsi Sulawesi Utara, menyajikan pesona kategori Wisata Budaya."
191,"Pantai Parangtritis",Budaya,"DI Yogyakarta",5000.00,3.6,-8.0253993,110.3287713,"Destinasi wisata Pantai Parangtritis berlokasi di provinsi DI Yogyakarta, menyajikan pesona kategori Wisata Budaya."
192,"Pantai Papuma",Sejarah,"Jawa Timur",10000.00,4.6,-8.4310054,113.5559703,"Destinasi wisata Pantai Papuma berlokasi di provinsi Jawa Timur, menyajikan pesona kategori Wisata Sejarah."
193,"Pulau Jemur",Sejarah,Riau,75000.00,4.2,2.8287965,100.6185245,"Destinasi wisata Pulau Jemur berlokasi di provinsi Riau, menyajikan pesona kategori Wisata Sejarah."
194,"Benteng Amsterdam",Bahari,Maluku,100000.00,3.9,-3.5826135,128.083343,"Destinasi wisata Benteng Amsterdam berlokasi di provinsi Maluku, menyajikan pesona kategori Wisata Bahari."
195,"Bunaken National Park",Alam,"Sulawesi Utara",5000.00,4.5,1.6193013,124.766174,"Destinasi wisata Bunaken National Park berlokasi di provinsi Sulawesi Utara, menyajikan pesona kategori Wisata Alam."
